Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;37.368126; 62.63187; 2.0; 1.9016393; 5.179487; 5.032787; 36; 64
1001.0;39.803707; 60.196293; 1.6388888; 1.8890882; 4.504986; 5.063012; 44; 56
1501.0;35.557495; 64.442505; 2.2190657; 1.7480193; 4.2842045; 4.7868395; 28; 72
2001.0;23.687279; 76.31272; 2.3292525; 2.1215003; 4.153007; 5.135928; 23; 77
2501.0;22.238531; 77.76147; 2.449098; 2.5730064; 3.615348; 4.858908; 22; 78
3001.0;18.048672; 81.951324; 2.2476861; 2.0970898; 4.073425; 5.5110116; 22; 78
3501.0;18.401997; 81.598; 2.2385314; 2.0653474; 4.776065; 5.698859; 13; 87
4001.0;8.565593; 91.43441; 2.5568101; 1.8513258; 4.598159; 6.0884924; 7; 93
4501.0;4.515741; 95.48425; 3.2224014; 2.1059282; 4.2283087; 6.119231; 5; 95
5001.0;7.3922157; 92.60778; 2.0444803; 2.264273; 5.2456617; 5.8959923; 6; 94
5501.0;4.9367085; 95.06329; 2.1740801; 1.9283434; 5.7076106; 6.2435746; 3; 97
6001.0;2.0206022; 97.97939; 2.7246933; 1.8343128; 6.2358704; 6.3014803; 2; 98
6501.0;1.2797074; 98.72029; 4.3623466; 2.1411664; 7.617935; 6.207158; 2; 98
7001.0;1.1607457; 98.83926; 6.1811733; 2.1238894; 7.3089676; 6.2470117; 2; 98
7501.0;5.4483542; 94.55164; 4.0905867; 1.7971826; 10.654484; 6.5127244; 9; 91
8001.0;12.47207; 87.52792; 1.7878431; 2.1735954; 5.0727205; 5.873766; 14; 86
8501.0;10.972527; 89.02747; 2.2705603; 2.1182976; 4.433766; 6.021788; 7; 93
9001.0;4.9318547; 95.068146; 2.8957944; 2.1948204; 4.7762523; 6.1400194; 4; 96
9501.0;4.984013; 95.01598; 2.2239485; 2.1061962; 5.444063; 6.0952086; 1; 99
10001.0;0.57651985; 99.42348; 5.2239485; 1.8697596; 9.444063; 6.465608; 0; 100
