Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;49.70261; 50.29739; 1.8205128; 2.5409837; 5.3333335; 4.4098363; 49; 51
1001.0;54.16484; 45.83516; 1.751439; 2.0106075; 4.9659867; 5.0668597; 54; 46
1501.0;60.4368; 39.563198; 1.8102118; 2.087187; 4.9252963; 4.523193; 60; 40
2001.0;67.701866; 32.298134; 1.7468369; 2.0271797; 5.5320883; 4.7880797; 67; 33
2501.0;68.368904; 31.631094; 1.7126395; 1.6674902; 5.14227; 4.569336; 62; 38
3001.0;68.51585; 31.484148; 1.8018167; 2.0438812; 5.7281013; 5.2781405; 71; 29
3501.0;82.12748; 17.87252; 1.3493214; 2.001513; 6.0806775; 4.8026943; 89; 11
4001.0;97.01509; 2.9849126; 0.50954294; 1.6365012; 7.124502; 5.436609; 99; 1
4501.0;99.55315; 0.44685608; 0.06575296; 7.6365013; 7.385096; 7.436609; 100; 0
