Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;53.793324; 46.206673; 1.1463414; 1.4745762; 4.6585364; 4.0677967; 52; 48
1001.0;50.5355; 49.4645; 1.2528142; 1.2390536; 4.358818; 4.355579; 53; 47
1501.0;52.054405; 47.94559; 1.8349588; 1.8135968; 3.8935628; 3.9862888; 51; 49
2001.0;48.221992; 51.778; 2.0555875; 1.894155; 3.860658; 3.7956388; 49; 51
2501.0;54.037083; 45.962914; 1.8990936; 2.1743953; 3.7930746; 3.5842283; 64; 36
3001.0;73.81111; 26.188892; 1.3890483; 1.8103998; 4.840517; 3.9884508; 77; 23
3501.0;89.272865; 10.72713; 0.69336426; 1.556974; 5.192734; 3.9560196; 84; 16
4001.0;93.10345; 6.8965516; 0.5677781; 1.7848109; 5.5737233; 3.9347513; 94; 6
4501.0;97.559654; 2.4403472; 0.31455082; 2.4641352; 5.740146; 3.9891253; 99; 1
5001.0;98.98649; 1.0135134; 0.003177281; 2.4641352; 5.977173; 9.989125; 98; 2
5501.0;99.478264; 0.5217391; 0.010236503; 1.7320676; 5.9487467; 8.994562; 100; 0
