Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;50.85907; 49.14093; 1.1351352; 1.5238096; 4.8378377; 4.095238; 47; 53
1001.0;50.71454; 49.285454; 1.5560666; 1.6891285; 4.1029325; 4.020665; 52; 48
1501.0;53.186424; 46.813576; 1.7799244; 1.8476902; 3.636595; 3.6879303; 49; 51
2001.0;45.532005; 54.467987; 1.791427; 1.683288; 3.6864612; 3.9154496; 50; 50
2501.0;48.880596; 51.1194; 1.8158286; 1.7736658; 3.7337294; 3.778309; 48; 52
3001.0;41.860466; 58.139534; 2.1419964; 1.8225706; 3.4736195; 3.8995829; 40; 60
3501.0;34.045074; 65.954926; 2.12855; 1.8470428; 3.2868404; 4.064993; 37; 63
4001.0;32.52103; 67.47897; 2.0305014; 1.854715; 3.656401; 4.270873; 38; 62
4501.0;33.426205; 66.57379; 1.974487; 1.7879792; 3.8856947; 4.3269496; 29; 71
5001.0;23.20865; 76.79134; 2.5853271; 2.0956054; 3.0995069; 4.1736193; 27; 73
5501.0;26.500744; 73.49926; 1.5772344; 1.6999397; 3.3740556; 4.3722415; 30; 70
6001.0;26.671822; 73.32818; 2.119241; 2.0528562; 2.7791352; 3.905318; 21; 79
6501.0;16.63102; 83.36898; 2.053297; 1.7854792; 3.370435; 4.4924726; 14; 86
7001.0;9.471746; 90.52826; 2.36095; 1.7300637; 2.3836024; 4.6336336; 4; 96
7501.0;2.6548672; 97.34513; 1.5902375; 1.1846882; 4.0959005; 5.173267; 2; 98
8001.0;83.33333; 16.666668; 0.79511875; 1.0733132; 4.5479503; 5.369115; 82; 18
8501.0;93.62832; 6.371681; 0.59506243; 1.2818507; 5.4335117; 4.409395; 92; 8
9001.0;97.48793; 2.5120773; 0.26733762; 1.6602314; 5.8307986; 4.801174; 99; 1
9501.0;99.789696; 0.21030493; 0.05320543; 2.6602314; 5.8972807; 7.801174; 100; 0
