Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;61.79161; 38.20839; 0.7027027; 1.2698413; 4.972973; 4.4126983; 55; 45
1001.0;51.76224; 48.237755; 1.6673218; 1.5615519; 3.872236; 3.8980598; 50; 50
1501.0;42.579506; 57.420494; 1.7333465; 1.4512311; 3.7574449; 4.037961; 42; 58
2001.0;35.92209; 64.07791; 1.993651; 1.7491592; 3.3275583; 4.06962; 30; 70
2501.0;28.822735; 71.17726; 1.666455; 1.7392737; 3.3775854; 4.172423; 25; 75
3001.0;20.372837; 79.62716; 1.9066582; 1.7565236; 3.2151034; 4.455632; 19; 81
3501.0;14.482495; 85.51751; 2.1003504; 1.7994634; 2.8007948; 4.4130325; 12; 88
4001.0;7.9291306; 92.07087; 2.2583625; 1.599994; 3.0667331; 4.7887845; 7; 93
4501.0;7.3309608; 92.66904; 1.3226233; 1.3182795; 4.0095334; 5.051492; 7; 93
5001.0;5.8151603; 94.18484; 1.3318033; 1.3690138; 4.001362; 5.0435643; 4; 96
5501.0;2.0874104; 97.91259; 2.5829508; 1.1496773; 4.2503405; 5.3650374; 1; 99
6001.0;0.94786733; 99.05213; 3.5829508; 1.4156532; 7.2503405; 5.1855054; 0; 100
