Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;86.32388; 13.676121; 0.15714286; 1.7; 4.8285713; 2.7666667; 85; 15
1001.0;93.312836; 6.6871634; 0.23714286; 2.2466667; 4.8097477; 3.1177778; 95; 5
1501.0;99.33222; 0.66777956; 0.05512782; 1.4493334; 4.976945; 4.823556; 98; 2
2001.0;99.703705; 0.2962963; 0.020970693; 1.7246667; 5.0201726; 6.411778; 98; 2
2501.0;99.17864; 0.8213553; 0.010418069; 1.3623333; 5.030818; 7.7058887; 99; 1
3001.0;99.854866; 0.14513788; 0.010206243; 2.3623333; 5.0508165; 11.705889; 99; 1
3501.0;99.85465; 0.14534883; 0.010204103; 3.3623333; 5.0409174; 15.705889; 98; 2
4001.0;99.36709; 0.6329114; 0.030716369; 3.1811666; 5.020826; 11.352944; 98; 2
4501.0;99.703705; 0.2962963; 0.020721596; 2.5905833; 5.0206203; 9.676472; 99; 1
5001.0;99.002; 0.9980041; 2.0930904E-4; 2.5905833; 5.0608144; 14.676472; 100; 0
