Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;49.361702; 50.6383; 0.5; 2.0142858; 4.5; 2.7857144; 44; 56
1001.0;65.55118; 34.448822; 0.60227275; 1.3931122; 4.375; 3.710459; 66; 34
1501.0;86.02782; 13.972182; 0.31215563; 1.3350916; 4.717803; 3.9032485; 88; 12
2001.0;95.652176; 4.347826; 0.08309268; 0.694591; 4.951339; 4.741937; 94; 6
2501.0;97.719376; 2.2806256; 0.117905244; 1.9490986; 4.9250145; 4.1236563; 99; 1
3001.0;99.85465; 0.14534883; 0.011291972; 2.9490986; 5.0396466; 8.123656; 99; 1
3501.0;99.62686; 0.37313432; 0.020316081; 4.9490986; 5.0307035; 11.123656; 99; 1
4001.0;99.85465; 0.14534883; 0.010306223; 5.9490986; 5.0407143; 15.123656; 98; 2
4501.0;99.257996; 0.74200916; 0.040921494; 4.9745493; 5.0004153; 11.061829; 98; 2
5001.0;99.188385; 0.8116189; 0.05143797; 4.9872746; 5.0000043; 8.530914; 100; 0
