Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;51.621838; 48.37816; 0.33333334; 1.8; 4.633333; 2.942857; 50; 50
1001.0;69.07051; 30.929487; 0.68666667; 1.516; 4.392667; 3.5988572; 71; 29
1501.0;90.607285; 9.392713; 0.34769952; 1.155724; 4.6956716; 4.124099; 92; 8
2001.0;99.77169; 0.2283105; 0.0798663; 1.0194654; 4.9314747; 4.7655125; 96; 4
2501.0;98.32285; 1.6771488; 0.021665275; 0.75486636; 5.0409527; 5.691378; 97; 3
3001.0;99.18726; 0.8127328; 0.04146047; 1.5849556; 4.990113; 5.8971257; 99; 1
3501.0;99.854866; 0.14513788; 0.0105198035; 2.5849557; 5.050405; 9.897125; 99; 1
4001.0;99.64179; 0.35820895; 0.020308282; 4.5849557; 5.01061; 13.897125; 100; 0
