Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;41.395348; 58.604652; 2.0270271; 2.2380953; 5.3513513; 5.1904764; 40; 60
1001.0;41.50943; 58.49057; 1.8006756; 1.8373016; 5.9837837; 5.9865084; 51; 49
1501.0;56.82298; 43.177025; 2.211778; 2.6293328; 4.980074; 4.897684; 48; 52
2001.0;55.83864; 44.161358; 1.7127453; 1.973641; 5.9162517; 5.709571; 55; 45
2501.0;42.66557; 57.334435; 1.9038681; 1.5771921; 6.053023; 6.571324; 45; 55
3001.0;48.249905; 51.750095; 1.9756415; 2.046858; 5.8900676; 5.664933; 45; 55
3501.0;37.748344; 62.251656; 1.932792; 1.7281247; 5.775335; 6.0848165; 42; 58
4001.0;36.976322; 63.02368; 2.688876; 2.3573813; 5.066079; 5.398014; 32; 68
4501.0;25.564388; 74.43561; 2.3027773; 2.0199616; 4.9708147; 6.0499706; 21; 79
5001.0;17.522905; 82.4771; 2.5382276; 2.3167083; 5.093848; 6.076582; 10; 90
5501.0;10.352545; 89.64745; 1.8538227; 1.8479635; 6.609385; 7.200851; 5; 95
6001.0;18.333336; 81.666664; 1.1707646; 1.4720838; 7.5218763; 7.854746; 16; 84
6501.0;10.888251; 89.11175; 2.3231728; 1.9222866; 5.7826176; 6.9982705; 8; 92
7001.0;3.4313724; 96.56863; 2.0403967; 1.455677; 7.722827; 8.03259; 4; 96
7501.0;5.381727; 94.61827; 2.0100992; 1.8901633; 8.180707; 7.489923; 6; 94
8001.0;4.0528097; 95.94719; 2.66835; 2.1477678; 5.6967845; 7.1328716; 3; 97
8501.0;25.531916; 74.46808; 1.5561167; 1.5479151; 9.232262; 8.063226; 34; 66
9001.0;28.430172; 71.569824; 2.0163562; 1.9173926; 6.0950665; 6.758534; 27; 73
9501.0;20.079777; 79.92022; 2.037643; 1.7933888; 5.9664836; 6.7775145; 20; 80
10001.0;18.720379; 81.279625; 2.501882; 2.5474174; 4.398324; 5.4847193; 15; 85
10501.0;12.246645; 87.75336; 2.9001257; 2.6299696; 4.4265547; 6.0527616; 9; 91
11001.0;7.776905; 92.2231; 2.100014; 1.8530767; 6.936284; 7.165415; 5; 95
11501.0;9.523809; 90.4762; 1.8200028; 1.6931902; 8.387257; 7.5385833; 14; 86
12001.0;10.769231; 89.23077; 2.4157145; 2.2057347; 5.7419467; 6.924867; 10; 90
12501.0;4.6478877; 95.35211; 2.2415714; 1.4245082; 7.2741942; 7.999165; 3; 97
13001.0;0.8733625; 99.12664; 2.0805237; 1.2105619; 9.758065; 8.402053; 0; 100
