Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;47.39324; 52.606762; 1.8918918; 2.4761906; 6.027027; 5.015873; 50; 50
1001.0;50.84427; 49.15572; 2.0578377; 2.1095238; 5.1605406; 5.1603174; 50; 50
1501.0;43.79085; 56.209152; 2.0211568; 1.8221905; 5.9832106; 6.123206; 42; 58
2001.0;40.221558; 59.778446; 1.9052656; 1.9279687; 5.02341; 5.5193653; 37; 63
2501.0;28.427624; 71.57237; 2.213656; 1.8718725; 5.8925247; 6.659037; 25; 75
3001.0;17.058825; 82.94118; 2.6485462; 1.9449583; 4.915701; 6.608787; 21; 79
3501.0;15.188079; 84.81192; 2.9356449; 2.265126; 4.8055096; 6.400111; 19; 81
4001.0;15.229977; 84.77003; 2.4176655; 2.2131495; 4.9371324; 6.400002; 15; 85
4501.0;10.404624; 89.595375; 2.0278444; 1.8142724; 4.8624754; 6.7105885; 9; 91
5001.0;11.239057; 88.76094; 2.0030937; 2.5913656; 4.8736086; 6.601215; 9; 91
5501.0;8.486661; 91.51334; 2.0003438; 2.2262788; 4.8748455; 6.8088045; 5; 95
6001.0;2.9197078; 97.08029; 2.0000687; 1.6444873; 6.5749693; 7.5769353; 5; 95
6501.0;7.065217; 92.934784; 1.0000137; 0.9962577; 9.514994; 8.574493; 14; 86
7001.0;10.961968; 89.03803; 2.5000012; 2.2906542; 5.8224993; 6.750866; 16; 84
7501.0;12.121212; 87.878784; 2.65625; 2.2415555; 5.113906; 6.354177; 7; 93
8001.0;4.969826; 95.030174; 2.950893; 2.3036726; 5.0162725; 6.6597223; 3; 97
8501.0;4.1537056; 95.8463; 2.6502976; 2.054677; 8.3387575; 7.439791; 4; 96
9001.0;2.0590253; 97.94098; 3.1625743; 1.6255695; 7.084689; 7.962915; 3; 97
9501.0;3.8422577; 96.157745; 2.3875248; 2.0373769; 7.02823; 7.360442; 4; 96
10001.0;3.369434; 96.63057; 2.8468812; 2.4899728; 6.0070577; 6.785005; 3; 97
10501.0;1.4888338; 98.51116; 2.9489603; 1.5514431; 6.002352; 7.977165; 1; 99
11001.0;0.53447354; 99.46552; 5.9489603; 1.80355; 11.002352; 7.817951; 0; 100
