Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;58.0; 42.0; 0.14285715; 0.44615385; 4.0285716; 3.523077; 47; 53
1001.0;37.447384; 62.552612; 0.83282673; 0.744267; 3.1069908; 3.1608126; 36; 64
1501.0;26.130993; 73.86901; 1.2453562; 0.94912916; 2.6140833; 3.2681377; 33; 67
2001.0;24.817862; 75.182144; 0.82561684; 0.79028547; 3.0489116; 3.436838; 30; 70
2501.0;17.816092; 82.18391; 1.1941872; 0.71128976; 2.8349638; 3.477669; 13; 87
3001.0;6.531062; 93.46894; 1.1687837; 0.62886536; 2.4488435; 3.580203; 5; 95
3501.0;2.9411764; 97.05882; 0.63375676; 0.46977752; 3.2897687; 3.7429495; 3; 97
4001.0;1.2755102; 98.72449; 1.5445856; 0.3759771; 2.763256; 3.8633294; 1; 99
4501.0;1.5267175; 98.47328; 1.5445856; 0.48864624; 4.763256; 3.7662964; 2; 98
5001.0;0.8395523; 99.16045; 2.2722929; 0.40294537; 5.381628; 3.8751662; 0; 100
