Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;48.585876; 51.41413; 1.6341463; 1.9152542; 5.121951; 4.8135595; 46; 54
1001.0;45.041664; 54.958332; 2.3398728; 2.2947268; 4.4809117; 4.515066; 51; 49
1501.0;55.397163; 44.602837; 1.790978; 1.9447902; 5.323155; 5.2554097; 48; 52
2001.0;41.9214; 58.078606; 1.8289787; 1.691246; 5.0692325; 5.4856806; 32; 68
2501.0;25.241613; 74.758385; 2.8071556; 2.2307537; 3.5021634; 4.80126; 24; 76
3001.0;20.08886; 79.91114; 2.6586316; 2.3846152; 4.06259; 5.300017; 19; 81
3501.0;14.934926; 85.06508; 2.7715068; 2.3751187; 3.7401364; 5.3987656; 17; 83
4001.0;12.274368; 87.72563; 2.2218533; 1.8237966; 4.514126; 5.8240814; 14; 86
4501.0;9.862049; 90.137955; 3.0158467; 2.2072535; 4.322438; 5.7305126; 13; 87
5001.0;9.690109; 90.30989; 2.5396805; 2.1633017; 3.5632644; 5.709546; 11; 89
5501.0;10.688635; 89.31137; 2.321789; 2.3726213; 4.505751; 5.7383094; 9; 91
6001.0;8.910891; 91.08911; 2.2579765; 2.3996992; 4.278417; 5.7773438; 8; 92
6501.0;4.9731183; 95.02688; 2.907247; 1.8630402; 4.4098024; 6.117145; 1; 99
7001.0;1.3712169; 98.62878; 4.907247; 2.503667; 10.409802; 6.0718904; 1; 99
7501.0;1.094024; 98.90598; 6.907247; 2.348522; 15.409802; 6.152241; 2; 98
8001.0;1.261188; 98.738815; 7.453624; 2.4729443; 12.204901; 6.072982; 2; 98
8501.0;1.1494253; 98.85057; 6.226812; 1.7293158; 10.10245; 6.500745; 0; 100
