Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;20.353981; 79.64601; 0.4; 2.2444444; 4.6; 2.5555556; 20; 80
1001.0;27.421236; 72.578766; 1.17; 1.5155556; 4.08; 3.5819442; 18; 82
1501.0;25.886444; 74.113556; 1.2872223; 1.7989703; 4.0044446; 3.238804; 34; 66
2001.0;51.564198; 48.435795; 0.80256534; 1.7545298; 4.294248; 3.382406; 48; 52
2501.0;68.63492; 31.365078; 0.6625535; 1.3606641; 4.4019637; 3.7765849; 56; 44
3001.0;79.15637; 20.843632; 0.40468845; 1.3036515; 4.614321; 3.8358314; 74; 26
3501.0;96.61017; 3.3898306; 0.19465795; 0.8193712; 4.859653; 4.378301; 98; 2
4001.0;99.703705; 0.2962963; 0.022394467; 1.4096856; 5.018976; 6.189151; 96; 4
4501.0;98.48662; 1.5133877; 0.06273327; 2.3524213; 4.989781; 5.047288; 97; 3
5001.0;99.14285; 0.8571428; 0.04188385; 2.1174738; 4.9895854; 5.349096; 98; 2
5501.0;99.257996; 0.74200916; 0.041243713; 3.0587368; 4.9998937; 6.174548; 99; 1
6001.0;99.0; 1.0; 4.1660317E-4; 3.0587368; 5.0505037; 11.174548; 100; 0
