Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;20.423069; 79.576935; 0.5; 1.8777778; 4.5; 2.9333334; 17; 83
1001.0;28.412304; 71.5877; 0.9117647; 1.9623829; 4.2647057; 3.119679; 25; 75
1501.0;35.65089; 64.34911; 1.1964706; 1.8261652; 4.010588; 3.2415957; 35; 65
2001.0;49.002544; 50.99746; 1.0341849; 1.6127102; 4.14316; 3.4652553; 47; 53
2501.0;67.276825; 32.72318; 0.68157846; 1.407787; 4.4073014; 3.7446275; 64; 36
3001.0;84.98074; 15.019255; 0.40127468; 1.2335496; 4.584489; 3.909573; 86; 14
3501.0;99.49568; 0.50432277; 0.12094505; 0.9452535; 4.937029; 4.4221125; 99; 1
4001.0;99.581154; 0.41884816; 0.031524695; 3.9452534; 5.0195656; 7.4221125; 98; 2
4501.0;99.17864; 0.8213553; 0.010525762; 2.4726267; 5.030812; 8.211056; 99; 1
5001.0;99.62707; 0.37293553; 0.02030834; 4.4726267; 5.040715; 11.211056; 99; 1
5501.0;99.62666; 0.37333333; 0.020407157; 6.4726267; 5.020613; 14.211056; 99; 1
6001.0;99.64243; 0.35756853; 0.020408154; 8.472627; 5.040612; 18.211056; 100; 0
