Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;19.13212; 80.86788; 0.7; 1.8333334; 4.3; 2.9777777; 21; 79
1001.0;30.033186; 69.96681; 1.2238096; 1.8333335; 3.9190478; 3.2781997; 28; 72
1501.0;39.96945; 60.03055; 1.115136; 1.775463; 3.9256804; 3.3371973; 23; 77
2001.0;37.63837; 62.36163; 0.83109283; 1.9191619; 4.21416; 3.1861973; 20; 80
2501.0;26.805777; 73.19422; 1.3915546; 1.8114895; 3.910708; 3.2773273; 25; 75
3001.0;37.738693; 62.261307; 1.0556623; 1.7708199; 4.1564283; 3.2703643; 38; 62
3501.0;53.500004; 46.5; 0.97514904; 1.8672713; 4.10938; 3.2462962; 50; 50
4001.0;70.01321; 29.98679; 0.579503; 1.6373454; 4.4021873; 3.524926; 77; 23
4501.0;90.73391; 9.26609; 0.28025326; 1.5059716; 4.75847; 3.718475; 91; 9
5001.0;99.3626; 0.6373937; 0.090991795; 1.0562191; 4.964379; 4.524275; 99; 1
5501.0;99.642006; 0.35799524; 0.02112113; 3.056219; 5.019842; 8.524275; 98; 2
6001.0;99.24447; 0.75553155; 0.04103185; 3.5281096; 5.020611; 7.2621374; 98; 2
6501.0;99.39811; 0.60189164; 0.031030938; 3.2640548; 5.0002103; 7.6310687; 100; 0
