Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;78.55073; 21.449276; 0.18571429; 0.3; 4.8; 3.9666667; 82; 18
1001.0;95.86207; 4.137931; 0.28275263; 0.85; 4.5463414; 3.387037; 93; 7
1501.0;97.280136; 2.7198634; 0.15357798; 1.8357143; 4.8553367; 3.1981483; 96; 4
2001.0;99.77169; 0.2283105; 0.06409977; 0.9589286; 4.9151597; 3.5495372; 99; 1
2501.0;99.85465; 0.14534883; 0.010748482; 1.9589286; 5.039547; 7.549537; 99; 1
3001.0;99.77426; 0.22573364; 0.010209581; 2.9589286; 5.0307026; 10.549538; 98; 2
3501.0;99.54076; 0.45924222; 0.020512342; 2.4794643; 5.0003133; 8.274769; 98; 2
4001.0;99.20783; 0.79217154; 0.04102564; 3.2397323; 4.979595; 5.6373844; 99; 1
4501.0;99.85465; 0.14534883; 0.01051541; 4.2397323; 5.0401983; 9.637384; 98; 2
5001.0;99.33872; 0.6612785; 0.030719545; 3.6198661; 5.00041; 7.818692; 97; 3
5501.0;99.3007; 0.69930077; 0.031244531; 2.2066221; 4.989695; 5.6062303; 98; 2
6001.0;99.36051; 0.6394884; 0.051339228; 2.603311; 4.989691; 6.303115; 99; 1
6501.0;99.77143; 0.22857143; 0.030821608; 3.603311; 5.0200977; 9.303115; 100; 0
