Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;86.401; 13.599004; 0.1; 1.7666667; 4.885714; 2.7666667; 88; 12
1001.0;96.376816; 3.6231883; 0.14886364; 1.3972222; 4.8623376; 3.9805555; 98; 2
1501.0;99.703705; 0.2962963; 0.021927182; 1.698611; 5.0190034; 5.990278; 99; 1
2001.0;99.642006; 0.35799524; 0.02042351; 3.698611; 5.020394; 9.990278; 99; 1
2501.0;99.0; 1.0; 2.0629808E-4; 3.698611; 5.050711; 14.990278; 98; 2
3001.0;99.70414; 0.295858; 0.02041027; 2.8493056; 5.03113; 11.495139; 97; 3
3501.0;97.0; 3.0; 2.1041515E-4; 0.94976854; 5.0518675; 8.831714; 99; 1
4001.0;99.85465; 0.14534883; 0.010103135; 1.9497685; 5.040928; 12.831714; 100; 0
