Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;48.507465; 51.492535; 0.36; 0.28; 4.4; 4.16; 53; 47
1001.0;76.50001; 23.500002; 0.7615094; 0.77191484; 3.8754716; 3.8970213; 76; 24
1501.0;97.945206; 2.0547945; 0.45738828; 0.6988298; 4.1694145; 3.6207092; 97; 3
2001.0;97.21627; 2.783726; 0.045952458; 0.23294328; 4.9295816; 5.540236; 96; 4
2501.0;98.06867; 1.9313306; 0.03172867; 0.30823582; 4.968016; 4.885059; 96; 4
3001.0;98.9339; 1.0660982; 0.05241384; 1.327059; 4.9788337; 4.971265; 99; 1
3501.0;99.72015; 0.27985075; 0.030832464; 2.327059; 4.999786; 6.971265; 99; 1
4001.0;99.72015; 0.27985075; 0.030614467; 3.327059; 4.9999976; 8.971265; 98; 2
4501.0;99.36709; 0.6329114; 0.030924637; 3.1635294; 5.020408; 7.9856324; 100; 0
