Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;60.526318; 39.473686; 0.42; 0.5; 4.4; 4.0; 61; 39
1001.0;58.333332; 41.666664; 0.5806557; 0.55128205; 3.9737704; 3.9487178; 53; 47
1501.0;68.39853; 31.601467; 0.709069; 0.8415166; 3.508939; 3.5308237; 63; 37
2001.0;86.37768; 13.622327; 0.51919156; 0.8876085; 4.0398245; 3.5819142; 87; 13
2501.0;95.11564; 4.8843617; 0.27033553; 1.3759698; 4.5176992; 3.352455; 91; 9
3001.0;97.99038; 2.0096188; 0.14582787; 1.1528856; 4.8408537; 3.9280505; 96; 4
3501.0;97.797356; 2.2026432; 0.05360237; 0.53822136; 4.935842; 4.7320127; 98; 2
4001.0;99.191734; 0.8082623; 0.061771452; 2.2691107; 4.8973045; 3.3660064; 100; 0
