Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;55.85106; 44.148937; 0.12; 0.2; 4.8; 4.32; 59; 41
1001.0;69.73342; 30.266577; 0.83254236; 0.9073171; 3.7084746; 3.300488; 67; 33
1501.0;80.07547; 19.924528; 0.75869465; 0.8153733; 3.771768; 3.3121362; 76; 24
2001.0;90.2568; 9.743202; 0.5099828; 1.0339738; 4.2075233; 3.346339; 85; 15
2501.0;94.13681; 5.863192; 0.28835273; 1.402265; 4.461265; 3.289756; 98; 2
3001.0;99.47699; 0.5230126; 0.043758705; 1.7011325; 4.953686; 4.144878; 98; 2
3501.0;99.70414; 0.295858; 0.020854682; 1.8505663; 5.0301394; 6.072439; 99; 1
4001.0;99.59316; 0.4068348; 0.040614698; 3.8505664; 4.9801025; 6.072439; 99; 1
4501.0;99.854225; 0.1457726; 0.01051126; 4.8505664; 5.020001; 10.072439; 98; 2
5001.0;99.6129; 0.38709676; 0.020515423; 3.4252832; 5.0308166; 8.53622; 100; 0
