Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;79.185524; 20.81448; 0.24; 0.6; 4.7; 3.92; 83; 17
1001.0;93.365974; 6.6340284; 0.34024096; 1.3294117; 4.5987954; 3.4658823; 90; 10
1501.0;97.79411; 2.2058823; 0.21489157; 1.0329411; 4.6177645; 3.646588; 95; 5
2001.0;98.53085; 1.4691478; 0.06541991; 1.4065882; 4.9538713; 3.7293174; 98; 2
2501.0;99.58592; 0.41407868; 0.010871632; 1.203294; 5.009733; 5.364659; 97; 3
3001.0;99.089806; 0.9101942; 0.061967753; 1.7344313; 4.917626; 5.121553; 98; 2
3501.0;98.41986; 1.5801356; 0.082264975; 0.86721563; 4.907323; 6.0607767; 99; 1
4001.0;99.002; 0.9980041; 8.3095935E-4; 0.86721563; 5.05967; 11.060777; 99; 1
4501.0;99.62627; 0.373732; 0.020210415; 2.8672156; 5.0006027; 14.060777; 98; 2
5001.0;99.612404; 0.3875969; 0.020614391; 2.4336078; 5.0204144; 10.530388; 100; 0
