Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;48.47999; 51.52001; 2.0731707; 2.457627; 5.6585364; 5.0; 47; 53
1001.0;41.503407; 58.496593; 2.2355993; 2.0275023; 5.141671; 5.5471697; 47; 53
1501.0;41.186886; 58.813118; 2.3879914; 2.1514623; 5.2796097; 5.8782487; 45; 55
2001.0;39.508717; 60.491287; 2.3641777; 2.0754812; 5.5173244; 5.688695; 42; 58
2501.0;40.694958; 59.305046; 2.0324805; 1.98406; 5.86946; 5.9256673; 40; 60
3001.0;33.278145; 66.721855; 2.150812; 1.8997344; 5.6217365; 6.098761; 32; 68
3501.0;31.111113; 68.88889; 2.4422128; 2.439702; 5.050679; 5.442629; 26; 74
4001.0;31.893164; 68.106834; 1.6323929; 2.087023; 4.848103; 5.7897654; 41; 59
4501.0;35.504135; 64.495865; 2.2593267; 2.0862207; 5.264588; 5.9625382; 27; 73
5001.0;19.370422; 80.62958; 2.342938; 1.8778933; 6.0468364; 6.8214045; 23; 77
5501.0;18.31542; 81.68458; 2.27578; 2.0503623; 5.7846456; 6.6470313; 26; 74
6001.0;25.955141; 74.04487; 2.2798376; 2.3655453; 4.953255; 5.5627975; 25; 75
6501.0;28.35821; 71.64179; 2.2511935; 2.7515404; 3.71813; 4.714171; 30; 70
7001.0;24.380333; 75.61967; 2.3417063; 2.182165; 4.7906046; 6.3102026; 19; 81
7501.0;13.941061; 86.05894; 2.9127214; 2.310891; 4.515295; 6.151978; 15; 85
8001.0;10.750971; 89.24902; 3.1275146; 2.3801281; 4.50102; 6.237082; 9; 91
8501.0;9.199125; 90.80087; 2.2363904; 2.3228586; 5.0556693; 6.5410666; 4; 96
9001.0;2.2020726; 97.79793; 3.3090975; 1.7846131; 6.5139174; 7.599386; 5; 95
9501.0;1.6923077; 98.30769; 2.4618194; 1.1872065; 8.102783; 8.248414; 1; 99
10001.0;0.3846154; 99.61539; 3.4618194; 1.4968405; 12.102783; 8.123721; 0; 100
