Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;49.047775; 50.952225; 2.0243902; 2.4237287; 5.756098; 5.016949; 45; 55
1001.0;36.26108; 63.73892; 2.400542; 1.8986132; 5.2390246; 5.61849; 42; 58
1501.0;37.03988; 62.960125; 2.4142985; 2.1879072; 4.2437863; 4.976181; 30; 70
2001.0;23.529411; 76.47059; 2.4804766; 2.0883987; 4.9414597; 5.9853745; 42; 58
2501.0;34.639175; 65.360825; 2.2733448; 1.8808343; 5.474797; 5.7066445; 35; 65
3001.0;28.549559; 71.45045; 2.6935241; 2.3058589; 4.927851; 6.0108714; 28; 72
3501.0;19.93481; 80.06519; 2.4533403; 1.8653592; 6.033138; 6.652929; 26; 74
4001.0;22.754229; 77.245766; 2.017436; 2.0252075; 5.1935825; 6.3331475; 25; 75
4501.0;26.415098; 73.58491; 1.8806975; 2.0403361; 5.847743; 6.5111084; 26; 74
5001.0;22.025295; 77.97471; 2.5723345; 2.36541; 4.3787594; 5.4663663; 14; 86
5501.0;9.347354; 90.65264; 2.3980238; 1.8995979; 5.6699114; 7.0170507; 9; 91
6001.0;4.8780484; 95.12195; 2.0442247; 1.6032922; 5.518879; 7.7034845; 7; 93
6501.0;5.246645; 94.75336; 2.434889; 2.1785302; 5.35984; 6.953801; 7; 93
7001.0;3.6691382; 96.330864; 2.4906983; 1.5825648; 5.622834; 7.730686; 1; 99
7501.0;0.53763443; 99.462364; 4.4906983; 1.7735612; 6.622834; 7.684149; 0; 100
