Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;46.687878; 53.31212; 1.6585366; 1.6949153; 6.512195; 6.0677967; 46; 54
1001.0;34.610123; 65.389885; 2.2317073; 1.7165725; 5.6198306; 6.390145; 39; 61
1501.0;38.699158; 61.300842; 2.3905566; 2.4379766; 4.5543547; 4.990002; 35; 65
2001.0;25.377295; 74.6227; 2.2683017; 1.7451996; 4.815839; 5.9844613; 28; 72
2501.0;26.369864; 73.630135; 2.223868; 2.2464612; 5.38628; 6.166451; 30; 70
3001.0;29.090908; 70.909096; 1.974129; 2.0178065; 4.8795424; 5.430949; 28; 72
3501.0;20.763155; 79.23685; 2.4276474; 2.0002472; 4.852841; 6.2698746; 13; 87
4001.0;13.953322; 86.04668; 2.186742; 2.2988534; 5.9886804; 6.6582747; 21; 79
4501.0;16.464132; 83.535866; 2.4374638; 2.218973; 4.332794; 6.071624; 19; 81
5001.0;12.25088; 87.749115; 2.444077; 1.8051724; 6.0175157; 7.1119957; 9; 91
5501.0;6.145903; 93.8541; 2.1604528; 1.920936; 5.557502; 7.352879; 5; 95
6001.0;2.8182702; 97.18173; 3.6320908; 1.9570624; 5.5115004; 7.614241; 1; 99
6501.0;1.6389118; 98.36109; 5.6320906; 2.585425; 13.5115; 7.198124; 1; 99
7001.0;0.89020777; 99.109795; 5.6320906; 1.0564184; 16.511501; 8.59796; 0; 100
