Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;47.695316; 52.304684; 1.1714286; 1.4923077; 4.885714; 4.292308; 45; 55
1001.0;41.460674; 58.539326; 2.2704763; 2.118042; 3.1307936; 3.6053147; 40; 60
1501.0;39.766838; 60.233162; 2.306762; 2.3019674; 3.65327; 3.793422; 40; 60
2001.0;33.94608; 66.053925; 2.107669; 1.8050328; 3.4163318; 4.0298905; 35; 65
2501.0;28.42739; 71.57261; 2.3459332; 1.9046928; 3.2404668; 4.1081524; 25; 75
3001.0;18.91892; 81.08108; 1.9738373; 1.6387292; 3.3696184; 4.601442; 17; 83
3501.0;16.342175; 83.65782; 1.6455199; 1.7546835; 3.1982129; 4.308451; 20; 80
4001.0;15.688488; 84.311516; 1.932276; 1.7844336; 2.4599106; 4.3038554; 19; 81
4501.0;12.88458; 87.11542; 2.1543303; 1.5652399; 2.5505216; 4.5222697; 9; 91
5001.0;13.837144; 86.16286; 1.128259; 1.46775; 3.8389468; 4.939805; 10; 90
5501.0;6.0580206; 93.94198; 2.2128258; 1.4274194; 3.7838948; 5.143776; 8; 92
6001.0;5.0881953; 94.911804; 2.7766032; 1.6894286; 3.5979867; 4.8819976; 6; 94
6501.0;3.3407574; 96.65924; 2.4627674; 1.2307386; 3.9329977; 5.094489; 3; 97
7001.0;1.9543972; 98.04561; 1.8209225; 1.1157808; 5.644333; 5.2690153; 3; 97
7501.0;1.813133; 98.18687; 3.2736409; 1.7640803; 2.8814442; 4.806897; 1; 99
8001.0;14.544669; 85.45533; 3.2736409; 1.1491321; 8.881444; 5.3010798; 8; 92
8501.0;5.757197; 94.242805; 2.284205; 1.6320559; 4.7351804; 4.840229; 8; 92
9001.0;4.3769307; 95.62307; 3.0355256; 1.2568702; 3.7168975; 5.183046; 6; 94
9501.0;3.4482758; 96.55172; 2.1725876; 1.2899667; 2.9528162; 5.161522; 4; 96
10001.0;2.6137464; 97.38625; 2.2931468; 1.5863538; 2.738204; 4.897516; 2; 98
10501.0;1.0582011; 98.941795; 3.1465735; 1.1998607; 3.369102; 5.2336483; 3; 97
11001.0;2.0547945; 97.945206; 2.3821912; 1.393813; 4.4563675; 5.2085943; 0; 100
