Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;46.641293; 53.35871; 1.1794872; 1.3114754; 4.5384617; 4.4098363; 43; 57
1001.0;40.517582; 59.482418; 1.7483602; 1.7072189; 3.7567081; 4.0773654; 35; 65
1501.0;30.473324; 69.52667; 2.2785246; 2.026265; 3.3930488; 4.00119; 28; 72
2001.0;25.09285; 74.90715; 2.1528046; 2.111476; 2.5497518; 3.8194609; 30; 70
2501.0;22.495022; 77.504974; 2.27176; 1.7158782; 3.5516584; 4.540278; 22; 78
3001.0;16.321058; 83.67894; 2.1487162; 1.7271267; 2.8432572; 4.4043627; 12; 88
3501.0;7.4939566; 92.50604; 1.9290596; 1.3491719; 3.8202715; 5.0614133; 9; 91
4001.0;6.281071; 93.718925; 2.3254511; 1.8060348; 2.868919; 4.7589164; 10; 90
4501.0;6.447368; 93.55263; 1.9325451; 1.3867337; 3.8868918; 4.9862103; 8; 92
5001.0;6.169965; 93.83004; 1.9915681; 1.819421; 2.6108615; 4.586807; 8; 92
5501.0;5.3772764; 94.62273; 2.248946; 1.6936895; 2.5763578; 4.778117; 4; 96
6001.0;2.5641026; 97.4359; 1.8122365; 1.2363926; 4.6440897; 5.2060223; 2; 98
6501.0;1.0638299; 98.93617; 2.9061184; 1.2166978; 3.8220448; 5.206184; 1; 99
7001.0;0.54102796; 99.45898; 5.9061184; 1.3961283; 6.822045; 5.2546077; 0; 100
