Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;21.407063; 78.59294; 0.3; 1.9888889; 4.7; 2.8555555; 26; 74
1001.0;40.885155; 59.11485; 0.8576923; 1.6755255; 4.2576923; 3.4034536; 39; 61
1501.0;57.900173; 42.099823; 0.76558185; 1.4209102; 4.3399405; 3.6295648; 64; 36
2001.0;87.372444; 12.627551; 0.35571223; 1.1505809; 4.6771865; 4.128599; 89; 11
2501.0;98.92912; 1.0708722; 0.11635631; 1.0136892; 4.8952494; 4.4662366; 99; 1
3001.0;99.0; 1.0; 0.0011753163; 1.0136892; 5.049447; 9.466236; 99; 1
3501.0;99.002; 0.9980041; 1.1871882E-5; 1.0136892; 5.0611053; 14.466236; 99; 1
4001.0;99.854225; 0.1457726; 0.01010113; 2.013689; 5.020819; 18.466236; 98; 2
4501.0;99.18367; 0.8163265; 0.010307154; 1.5068445; 5.0614367; 13.733118; 98; 2
5001.0;99.366585; 0.6334125; 0.030717421; 2.2534223; 5.010831; 10.366559; 100; 0
