Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;55.94039; 44.05961; 1.3846154; 2.1967213; 6.8461537; 5.5409837; 54; 46
1001.0;50.75938; 49.240623; 2.0441594; 1.8955808; 5.9786325; 5.7074127; 37; 63
1501.0;34.32049; 65.679504; 2.514707; 2.490406; 4.323747; 5.265197; 31; 69
2001.0;27.582205; 72.41779; 2.4037004; 2.2389913; 4.333024; 5.0038433; 22; 78
2501.0;19.929943; 80.07006; 2.3819864; 2.3620381; 4.74241; 5.820562; 25; 75
3001.0;21.517242; 78.48276; 2.2552795; 2.164827; 4.7496963; 5.8509407; 24; 76
3501.0;19.012676; 80.98732; 2.09397; 1.8969055; 6.2395706; 6.8269863; 16; 84
4001.0;17.896101; 82.1039; 2.1308732; 2.1654394; 6.702473; 6.486036; 14; 86
4501.0;16.634083; 83.36592; 1.866491; 2.0019236; 6.907319; 7.191698; 16; 84
5001.0;10.0418415; 89.95816; 2.1791558; 1.7024038; 6.2442074; 7.1570444; 9; 91
5501.0;5.1512675; 94.84873; 2.019906; 1.6450814; 7.2493567; 7.7929344; 3; 97
6001.0;1.6663107; 98.33369; 3.3399687; 1.810774; 7.083119; 7.533948; 1; 99
6501.0;11.111112; 88.88889; 4.3399687; 1.5839472; 15.083118; 8.146808; 7; 93
7001.0;9.559112; 90.44089; 2.048567; 1.9525156; 7.869017; 7.36717; 7; 93
7501.0;4.5071816; 95.49281; 2.7212238; 2.053253; 5.8384314; 7.229755; 5; 95
8001.0;2.4911032; 97.508896; 2.5442448; 1.5374026; 6.9676867; 7.9076815; 1; 99
8501.0;0.50125307; 99.49875; 4.544245; 1.6114889; 12.967687; 8.079876; 0; 100
