Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;49.7419; 50.258095; 1.4864864; 2.1111112; 5.6486487; 4.888889; 45; 55
1001.0;39.465237; 60.534756; 2.0774775; 1.8565657; 4.881081; 5.1070704; 33; 67
1501.0;26.286766; 73.713234; 2.3659842; 1.9680085; 4.5721536; 5.3896575; 28; 72
2001.0;31.283533; 68.71647; 2.1916423; 2.485667; 4.306148; 4.65819; 32; 68
2501.0;25.736347; 74.26366; 2.4122388; 2.0218482; 4.8220673; 5.4802675; 26; 74
3001.0;20.832375; 79.167625; 2.0158553; 1.8381331; 4.4546947; 5.574058; 22; 78
3501.0;16.83901; 83.16099; 2.2279932; 1.9851043; 4.020668; 5.712488; 22; 78
4001.0;18.361296; 81.6387; 2.6012723; 2.371604; 3.728212; 5.1245193; 23; 77
4501.0;19.57682; 80.42318; 2.4174466; 2.2775533; 3.988183; 5.3522663; 13; 87
5001.0;14.76068; 85.23932; 1.6474959; 1.6468685; 5.845245; 6.0615206; 11; 89
5501.0;7.476431; 92.52357; 2.1497724; 1.7713131; 4.8950224; 6.1804667; 7; 93
6001.0;4.330611; 95.66939; 3.0213962; 1.9437776; 3.556432; 6.0772095; 5; 95
6501.0;4.692082; 95.307915; 2.6042793; 2.357303; 4.311286; 5.7902865; 2; 98
7001.0;1.1460555; 98.85394; 6.3021398; 2.2893603; 5.655643; 6.232554; 0; 100
