Tick; Norm proportion; No norm proportion; avg_col_norm; avg_col_nonorm; avg_suc_norm; avg_suc_nonorm; num_norm; num_nonorm
501.0;40.6755; 59.324497; 1.8648648; 1.9841269; 5.135135; 4.888889; 40; 60
1001.0;40.67107; 59.32893; 2.1466217; 2.2664022; 4.328378; 4.764815; 38; 62
1501.0;32.043446; 67.95656; 2.5038586; 2.1172001; 4.2191677; 4.7865295; 34; 66
2001.0;28.924591; 71.07541; 2.5148194; 2.2593515; 3.8887994; 5.011917; 30; 70
2501.0;30.921055; 69.07895; 2.4504938; 2.5322764; 4.7962933; 5.0715985; 33; 67
3001.0;26.08476; 73.91524; 2.6197119; 2.0676458; 4.3271604; 5.06077; 23; 77
3501.0;24.082556; 75.91744; 2.1139007; 2.2346447; 4.8403115; 5.4033866; 20; 80
4001.0;14.783348; 85.216644; 2.655695; 2.1154332; 4.2920156; 5.6425424; 28; 72
4501.0;23.987148; 76.01285; 2.3091319; 2.0849366; 4.367572; 5.0922575; 27; 73
5001.0;20.645073; 79.35493; 2.863301; 2.2340403; 3.8654654; 5.2067432; 14; 86
5501.0;10.902875; 89.09713; 2.8473785; 2.316675; 4.704676; 5.6303105; 14; 86
6001.0;12.297298; 87.702705; 2.4176698; 2.3641474; 3.9789052; 5.518957; 12; 88
6501.0;8.646917; 91.35308; 2.7014725; 2.1405017; 3.8315754; 5.596806; 9; 91
7001.0;7.3424234; 92.65758; 2.7446082; 2.3751705; 4.5368414; 5.720844; 10; 90
7501.0;13.809379; 86.19062; 1.7744608; 2.548613; 4.053684; 5.6857867; 21; 79
8001.0;20.952688; 79.04731; 2.846403; 3.0196028; 3.6692228; 4.7048836; 21; 79
8501.0;14.831163; 85.16884; 2.230781; 1.7597419; 4.555677; 5.7810745; 12; 88
9001.0;9.731233; 90.26877; 2.6858985; 2.3836334; 4.12964; 5.4520574; 11; 89
9501.0;9.446738; 90.55326; 1.9714452; 1.9930745; 4.2845125; 6.038787; 8; 92
10001.0;6.091954; 93.90805; 2.4964306; 2.0651422; 5.160564; 5.9134655; 3; 97
10501.0;1.7791314; 98.22087; 4.165477; 2.0006716; 6.0535216; 6.349623; 2; 98
11001.0;1.3994911; 98.60051; 5.0827384; 2.4489865; 7.026761; 6.0239754; 2; 98
11501.0;1.5214384; 98.47856; 4.0413694; 2.0147855; 5.5133805; 6.275755; 0; 100
